Index;Tid;I1;U1;U2;HMI_trig;IO_trig;I_95_start;I_105_start;I_95_trip;I_105_trip;Bryterfeilvern
529;1485264;750;207;197;0;0;0;0;0;0;0
530;1488077;614;199;200;0;0;0;0;0;0;0
531;1490890;498;196;197;0;0;0;0;0;0;0
532;1493703;420;204;194;0;0;0;0;0;0;0
533;1496516;401;204;194;0;0;0;0;0;0;0
534;1499329;1190;199;200;0;0;0;0;0;0;0
535;1502142;1063;204;200;0;0;0;0;0;0;0
536;1504955;47;202;197;0;0;0;0;0;0;0
537;1507768;-64;202;194;0;0;0;0;0;0;0
538;1510581;-100;199;200;0;0;0;0;0;0;0
539;1513394;-33;196;197;0;0;0;0;0;0;0
540;1516207;66;202;194;0;0;0;0;0;0;0
541;1519020;61;196;197;0;0;0;0;0;0;0
542;1521833;-437;202;200;0;0;0;0;0;0;0
543;1524646;-916;199;200;0;0;0;0;0;0;0
544;1527459;-1154;199;197;0;0;0;0;0;0;0
545;1530272;-1129;202;194;0;0;0;0;0;0;0
546;1533085;-883;202;197;0;0;0;0;0;0;0
547;1535898;-429;196;194;0;0;0;0;0;0;0
548;1538711;124;202;197;0;0;0;0;0;0;0
549;1541524;620;199;200;0;0;0;0;0;0;0
550;1544337;761;204;197;0;0;0;0;0;0;0
551;1547150;645;199;200;0;0;0;0;0;0;0
552;1549963;506;199;197;0;0;0;0;0;0;0
553;1552776;429;202;200;0;0;0;0;0;0;0
554;1555589;398;196;197;0;0;0;0;0;0;0
555;1558402;1793;202;194;0;0;0;0;0;0;0
556;1561215;2255;199;194;0;0;0;0;0;0;0
557;1564028;528;199;200;0;0;0;0;0;0;0
558;1566841;-191;202;197;0;0;0;0;0;0;0
559;1569654;-158;202;197;0;0;0;0;0;0;0
560;1572467;-202;202;197;0;0;0;0;0;0;0
561;1575280;-83;202;194;0;0;0;0;0;0;0
562;1578093;-14;199;192;0;0;0;0;0;0;0
563;1580906;-280;202;202;0;0;0;0;0;0;0
564;1583719;-742;199;200;0;0;0;0;0;0;0
565;1586532;-1046;204;197;0;0;0;0;0;0;0
566;1589345;-1091;202;194;0;0;0;0;0;0;0
567;1592158;-902;202;200;0;0;0;0;0;0;0
568;1594971;-512;199;192;0;0;0;0;0;0;0
569;1597784;3;204;194;0;0;0;0;0;0;0
570;1600597;526;202;202;0;0;0;0;0;0;0
571;1603410;775;202;197;0;0;0;0;0;0;0
572;1606223;661;199;202;0;0;0;0;0;0;0
573;1609036;528;202;200;0;0;0;0;0;0;0
574;1611849;423;199;194;0;0;0;0;0;0;0
575;1614662;371;199;197;0;0;0;0;0;0;0
576;1617475;1644;199;197;0;0;0;0;0;0;0
577;1620288;2469;199;200;0;0;0;0;0;0;0
578;1623101;1508;202;197;0;0;0;0;0;0;0
579;1625914;-191;204;202;0;0;0;0;0;0;0
580;1628727;-266;202;194;0;0;0;0;0;0;0
581;1631540;-360;199;194;0;0;0;0;0;0;0
582;1634353;-241;202;194;0;0;0;0;0;0;0
583;1637166;-166;196;200;0;0;0;0;0;0;0
584;1639979;-139;204;194;0;0;0;0;0;0;0
585;1642792;-573;202;200;0;0;0;0;0;0;0
586;1645605;-933;202;200;0;0;0;0;0;0;0
587;1648418;-1080;199;200;0;0;0;0;0;0;0
588;1651231;-969;199;200;0;0;0;0;0;0;0
589;1654044;-662;202;197;0;0;0;0;0;0;0
590;1656857;-183;199;200;0;0;0;0;0;0;0
591;1659670;329;202;197;0;0;0;0;0;0;0
592;1662483;689;202;197;0;0;0;0;0;0;0
593;1665296;589;207;200;0;0;0;0;0;0;0
594;1668109;473;199;200;0;0;0;0;0;0;0
595;1670922;354;199;200;0;0;0;0;0;0;0
596;1673735;290;202;197;0;0;0;0;0;0;0
597;1676548;822;202;192;0;0;0;0;0;0;0
598;1679361;2344;202;197;0;0;0;0;0;0;0
599;1682174;2385;202;200;0;0;0;0;0;0;0
600;1684987;133;202;200;0;0;0;0;0;0;0
601;1687800;-377;202;197;0;0;0;0;0;0;0
602;1690613;-399;196;197;0;0;0;0;0;0;0
603;1693426;-360;204;197;0;0;0;0;0;0;0
604;1696239;-252;202;194;0;0;0;0;0;0;0
605;1699052;-144;199;200;0;0;0;0;0;0;0
606;1701865;-435;204;200;0;0;0;0;0;0;0
607;1704678;-830;199;197;0;0;0;0;0;0;0
608;1707491;-1055;202;197;0;0;0;0;0;0;0
609;1710304;-1024;199;194;0;0;0;0;0;0;0
610;1713117;-789;199;194;0;0;0;0;0;0;0
611;1715930;-357;199;192;0;0;0;0;0;0;0
612;1718743;133;204;200;0;0;0;0;0;0;0
613;1721556;575;202;200;0;0;0;0;0;0;0
614;1724369;548;199;197;0;0;0;0;0;0;0
615;1727182;429;204;200;0;0;0;0;0;0;0
616;1729995;310;202;194;0;0;0;0;0;0;0
617;1732808;238;199;197;0;0;0;0;0;0;0
618;1735621;271;199;194;0;0;0;0;0;0;0
619;1738434;2139;202;200;0;0;0;0;0;0;0
620;1741247;2828;202;197;0;0;0;0;0;0;0
621;1744060;733;202;200;0;0;0;0;0;0;0
622;1746873;-507;204;202;0;0;0;0;0;0;0
623;1749686;-432;199;200;0;0;0;0;0;0;0
624;1752499;-471;194;194;0;0;0;0;0;0;0
625;1755312;-335;202;197;0;0;0;0;0;0;0
626;1758125;-233;202;197;0;0;0;0;0;0;0
627;1760938;-296;202;200;0;0;0;0;0;0;0
628;1763751;-709;202;200;0;0;0;0;0;0;0
629;1766564;-1002;202;197;0;0;0;0;0;0;0
630;1769377;-1063;204;197;0;0;0;0;0;0;0
631;1772190;-894;196;197;0;0;0;0;0;0;0
632;1775003;-520;199;194;0;0;0;0;0;0;0
633;1777816;-47;202;194;0;0;0;0;0;0;0
634;1780629;420;202;197;0;0;0;0;0;0;0
635;1783442;523;202;197;0;0;0;0;0;0;0
636;1786255;409;202;200;0;0;0;0;0;0;0
637;1789068;290;202;202;0;0;0;0;0;0;0
638;1791881;205;199;197;0;0;0;0;0;0;0
639;1794694;166;199;200;0;0;0;0;0;0;0
640;1797507;1893;199;194;0;0;0;0;0;0;0
641;1800320;2632;204;194;0;0;0;0;0;0;0
642;1803133;1505;202;200;0;0;0;0;0;0;0
643;1805946;-401;202;202;0;0;0;0;0;0;0
644;1808759;-485;204;197;0;0;0;0;0;0;0
645;1811572;-554;199;197;0;0;0;0;0;0;0
646;1814385;-407;202;194;0;0;0;0;0;0;0
647;1817198;-316;196;192;0;0;0;0;0;0;0
648;1820011;-208;196;200;0;0;0;0;0;0;0
649;1822824;-579;204;200;0;0;0;0;0;0;0
650;1825637;-927;202;200;0;0;0;0;0;0;0
651;1828450;-1074;199;197;0;0;0;0;0;0;0
652;1831263;-972;199;197;0;0;0;0;0;0;0
653;1834076;-673;199;197;0;0;0;0;0;0;0
654;1836889;-216;199;194;0;0;0;0;0;0;0
655;1839702;260;196;194;0;0;0;0;0;0;0
656;1842515;506;196;200;0;0;0;0;0;0;0
657;1845328;407;202;197;0;0;0;0;0;0;0
658;1848141;299;202;194;0;0;0;0;0;0;0
659;1850954;188;204;197;0;0;0;0;0;0;0
660;1853767;144;199;194;0;0;0;0;0;0;0
661;1856580;847;196;192;0;0;0;0;0;0;0
662;1859393;2319;199;200;0;0;0;0;0;0;0
663;1862206;2286;202;200;0;0;0;0;0;0;0
664;1865019;80;199;202;0;0;0;0;0;0;0
665;1867832;-496;202;200;0;0;0;0;0;0;0
666;1870645;-526;202;200;0;0;0;0;0;0;0
667;1873458;-476;202;194;0;0;0;0;0;0;0
668;1876271;-357;199;197;0;0;0;0;0;0;0
669;1879084;-249;202;194;0;0;0;0;0;0;0
670;1881897;-449;207;197;0;0;0;0;0;0;0
671;1884710;-828;199;200;0;0;0;0;0;0;0
672;1887523;-1060;199;200;0;0;0;0;0;0;0
673;1890336;-1030;199;197;0;0;0;0;0;0;0
674;1893149;-789;202;194;0;0;0;0;0;0;0
675;1895962;-374;199;192;0;0;0;0;0;0;0
676;1898775;97;202;194;0;0;0;0;0;0;0
677;1901588;481;202;197;0;0;0;0;0;0;0
678;1904401;415;202;197;0;0;0;0;0;0;0
679;1907214;313;202;202;0;0;0;0;0;0;0
680;1910027;185;199;200;0;0;0;0;0;0;0
681;1912840;130;199;200;0;0;0;0;0;0;0
682;1915653;171;196;197;0;0;0;0;0;0;0
683;1918466;2015;196;197;0;0;0;0;0;0;0
684;1921279;2698;199;200;0;0;0;0;0;0;0
685;1924092;661;202;200;0;0;0;0;0;0;0
686;1926905;-573;204;202;0;0;0;0;0;0;0
687;1929718;-501;199;200;0;0;0;0;0;0;0
688;1932531;-540;202;194;0;0;0;0;0;0;0
689;1935344;-407;199;197;0;0;0;0;0;0;0
690;1938157;-299;196;197;0;0;0;0;0;0;0
691;1940970;-285;199;197;0;0;0;0;0;0;0
692;1943783;-678;199;197;0;0;0;0;0;0;0
693;1946596;-980;204;200;0;0;0;0;0;0;0
694;1949409;-1049;199;197;0;0;0;0;0;0;0
695;1952222;-877;199;197;0;0;0;0;0;0;0
696;1955035;-509;199;192;0;0;0;0;0;0;0
697;1957848;-47;199;200;0;0;0;0;0;0;0
698;1960661;404;196;197;0;0;0;0;0;0;0
699;1963474;440;202;197;0;0;0;0;0;0;0
700;1966287;326;202;200;0;0;0;0;0;0;0
701;1969100;216;204;194;0;0;0;0;0;0;0
702;1971913;135;202;197;0;0;0;0;0;0;0
703;1974726;86;202;194;0;0;0;0;0;0;0
704;1977539;1699;194;197;0;0;0;0;0;0;0
705;1980352;2455;202;200;0;0;0;0;0;0;0
706;1983165;1367;199;202;0;0;0;0;0;0;0
707;1985978;-446;204;200;0;0;0;0;0;0;0
708;1988791;-507;199;202;0;0;0;0;0;0;0
709;1991604;-587;202;194;0;0;0;0;0;0;0
710;1994417;-451;199;197;0;0;0;0;0;0;0
711;1997230;-349;199;197;0;0;0;0;0;0;0
712;2000043;-230;202;200;0;0;0;0;0;0;0
713;2002856;-532;207;200;0;0;0;0;0;0;0
714;2005669;-880;202;200;0;0;0;0;0;0;0
715;2008482;-1030;199;194;0;0;0;0;0;0;0
716;2011295;-936;202;194;0;0;0;0;0;0;0
717;2014108;-634;202;197;0;0;0;0;0;0;0
718;2016921;-191;202;192;0;0;0;0;0;0;0
719;2019734;277;199;194;0;0;0;0;0;0;0
720;2022547;445;204;200;0;0;0;0;0;0;0
721;2025360;349;199;202;0;0;0;0;0;0;0
722;2028173;249;202;200;0;0;0;0;0;0;0
723;2030986;133;199;197;0;0;0;0;0;0;0
724;2033799;97;204;194;0;0;0;0;0;0;0
725;2036612;620;202;194;0;0;0;0;0;0;0
726;2039425;2106;196;197;0;0;0;0;0;0;0
727;2042238;2142;204;200;0;0;0;0;0;0;0
728;2045051;-78;202;200;0;0;0;0;0;0;0
729;2047864;-534;202;200;0;0;0;0;0;0;0
730;2050677;-559;202;200;0;0;0;0;0;0;0
731;2053490;-498;196;192;0;0;0;0;0;0;0
732;2056303;-393;199;194;0;0;0;0;0;0;0
733;2059116;-277;196;197;0;0;0;0;0;0;0
734;2061929;-401;202;200;0;0;0;0;0;0;0
735;2064742;-761;207;197;0;0;0;0;0;0;0
736;2067555;-994;202;194;0;0;0;0;0;0;0
737;2070368;-980;199;197;0;0;0;0;0;0;0
738;2073181;-739;196;200;0;0;0;0;0;0;0
739;2075994;-332;199;202;0;0;0;0;0;0;0
740;2078807;138;202;197;0;0;0;0;0;0;0
741;2081620;465;202;197;0;0;0;0;0;0;0
742;2084433;387;199;197;0;0;0;0;0;0;0
743;2087246;282;199;197;0;0;0;0;0;0;0
744;2090059;160;199;197;0;0;0;0;0;0;0
745;2092872;105;199;192;0;0;0;0;0;0;0
746;2095685;105;199;194;0;0;0;0;0;0;0
747;2098498;1854;202;197;0;0;0;0;0;0;0
748;2101311;2430;199;200;0;0;0;0;0;0;0
749;2104124;506;202;202;0;0;0;0;0;0;0
750;2106937;-559;204;197;0;0;0;0;0;0;0
751;2109750;-498;202;200;0;0;0;0;0;0;0
752;2112563;-551;199;197;0;0;0;0;0;0;0
753;2115376;-415;196;197;0;0;0;0;0;0;0
754;2118189;-305;199;194;0;0;0;0;0;0;0
755;2121002;-244;204;197;0;0;0;0;0;0;0
756;2123815;-604;204;200;0;0;0;0;0;0;0
757;2126628;-908;202;205;0;0;0;0;0;0;0
758;2129441;-977;202;200;0;0;0;0;0;0;0
759;2132254;-808;199;192;0;0;0;0;0;0;0
760;2135067;-449;196;194;0;0;0;0;0;0;0
761;2137880;3;196;197;0;0;0;0;0;0;0
762;2140693;429;199;197;0;0;0;0;0;0;0
763;2143506;429;202;200;0;0;0;0;0;0;0
764;2146319;321;204;197;0;0;0;0;0;0;0
765;2149132;202;199;197;0;0;0;0;0;0;0
766;2151945;122;199;194;0;0;0;0;0;0;0
767;2154758;72;196;197;0;0;0;0;0;0;0
768;2157571;1375;199;194;0;0;0;0;0;0;0
769;2160384;2192;202;200;0;0;0;0;0;0;0
770;2163197;1184;199;200;0;0;0;0;0;0;0
771;2166010;-465;199;202;0;0;0;0;0;0;0
772;2168823;-485;204;200;0;0;0;0;0;0;0
773;2171636;-573;202;194;0;0;0;0;0;0;0
774;2174449;-446;199;200;0;0;0;0;0;0;0
775;2177262;-352;202;200;0;0;0;0;0;0;0
776;2180075;-219;199;197;0;0;0;0;0;0;0
777;2182888;-462;199;200;0;0;0;0;0;0;0
778;2185701;-803;202;202;0;0;0;0;0;0;0
779;2188514;-961;202;197;0;0;0;0;0;0;0
780;2191327;-869;199;200;0;0;0;0;0;0;0
781;2194140;-570;199;197;0;0;0;0;0;0;0
782;2196953;-136;199;194;0;0;0;0;0;0;0
783;2199766;324;202;200;0;0;0;0;0;0;0
784;2202579;445;199;202;0;0;0;0;0;0;0
785;2205392;346;196;205;0;0;0;0;0;0;0
786;2208205;246;196;200;0;0;0;0;0;0;0
787;2211018;135;199;194;0;0;0;0;0;0;0
788;2213831;86;202;194;0;0;0;0;0;0;0
789;2216644;362;196;194;0;0;0;0;0;0;0
790;2219457;1824;202;197;0;0;0;0;0;0;0
791;2222270;1970;202;200;0;0;0;0;0;0;0
792;2225083;-177;204;194;0;0;0;0;0;0;0
793;2227896;-523;199;200;0;0;0;0;0;0;0
794;2230709;-540;202;197;0;0;0;0;0;0;0
795;2233522;-482;199;194;0;0;0;0;0;0;0
796;2236335;-371;202;194;0;0;0;0;0;0;0
797;2239148;-252;207;200;0;0;0;0;0;0;0
798;2241961;-316;199;200;0;0;0;0;0;0;0
799;2244774;-667;202;202;0;0;0;0;0;0;0
800;2247587;-911;202;200;0;0;0;0;0;0;0
801;2250400;-897;207;197;0;0;0;0;0;0;0
802;2253213;-670;202;192;0;0;0;0;0;0;0
803;2256026;-263;202;189;0;0;0;0;0;0;0
804;2258839;194;194;192;0;0;0;0;0;0;0
805;2261652;470;199;197;0;0;0;0;0;0;0
806;2264465;385;199;197;0;0;0;0;0;0;0
807;2267278;285;199;202;0;0;0;0;0;0;0
808;2270091;169;202;200;0;0;0;0;0;0;0
809;2272904;111;202;197;0;0;0;0;0;0;0
810;2275717;88;196;194;0;0;0;0;0;0;0
811;2278530;1685;202;194;0;0;0;0;0;0;0
812;2281343;2170;202;197;0;0;0;0;0;0;0
813;2284156;337;202;200;0;0;0;0;0;0;0
814;2286969;-526;199;200;0;0;0;0;0;0;0
815;2289782;-468;196;197;0;0;0;0;0;0;0
816;2292595;-518;199;200;0;0;0;0;0;0;0
817;2295408;-385;199;194;0;0;0;0;0;0;0
818;2298221;-277;202;197;0;0;0;0;0;0;0
819;2301034;-197;202;202;0;0;0;0;0;0;0
820;2303847;-520;204;200;0;0;0;0;0;0;0
821;2306660;-822;202;200;0;0;0;0;0;0;0
822;2309473;-894;199;197;0;0;0;0;0;0;0
823;2312286;-736;199;194;0;0;0;0;0;0;0
824;2315099;-379;199;197;0;0;0;0;0;0;0
825;2317912;58;202;194;0;0;0;0;0;0;0
826;2320725;462;199;197;0;0;0;0;0;0;0
827;2323538;429;199;197;0;0;0;0;0;0;0
828;2326351;324;202;197;0;0;0;0;0;0;0
829;2329164;205;202;197;0;0;0;0;0;0;0
830;2331977;122;202;197;0;0;0;0;0;0;0
831;2334790;75;199;197;0;0;0;0;0;0;0
832;2337603;1046;199;200;0;0;0;0;0;0;0
833;2340416;1970;199;197;0;0;0;0;0;0;0
834;2343229;1054;202;197;0;0;0;0;0;0;0
835;2346042;-460;202;200;0;0;0;0;0;0;0
836;2348855;-460;199;197;0;0;0;0;0;0;0
837;2351668;-543;202;192;0;0;0;0;0;0;0
838;2354481;-415;199;194;0;0;0;0;0;0;0
839;2357294;-321;199;197;0;0;0;0;0;0;0
840;2360107;-202;202;197;0;0;0;0;0;0;0
841;2362920;-393;199;200;0;0;0;0;0;0;0
842;2365733;-720;199;200;0;0;0;0;0;0;0
843;2368546;-880;199;197;0;0;0;0;0;0;0
844;2371359;-797;202;194;0;0;0;0;0;0;0
845;2374172;-504;199;197;0;0;0;0;0;0;0
846;2376985;-80;196;197;0;0;0;0;0;0;0
847;2379798;365;199;197;0;0;0;0;0;0;0
848;2382611;445;204;200;0;0;0;0;0;0;0
849;2385424;354;202;200;0;0;0;0;0;0;0
850;2388237;246;196;202;0;0;0;0;0;0;0
851;2391050;144;202;197;0;0;0;0;0;0;0
852;2393863;88;199;197;0;0;0;0;0;0;0
853;2396676;230;199;197;0;0;0;0;0;0;0
854;2399489;1652;199;200;0;0;0;0;0;0;0
855;2402302;1802;202;202;0;0;0;0;0;0;0
856;2405115;-208;202;202;0;0;0;0;0;0;0
857;2407928;-482;202;197;0;0;0;0;0;0;0
858;2410741;-501;202;194;0;0;0;0;0;0;0
859;2413554;-451;207;194;0;0;0;0;0;0;0
860;2416367;-343;202;197;0;0;0;0;0;0;0
861;2419180;-227;199;194;0;0;0;0;0;0;0
862;2421993;-241;199;202;0;0;0;0;0;0;0
863;2424806;-579;204;202;0;0;0;0;0;0;0
864;2427619;-828;202;202;0;0;0;0;0;0;0
865;2430432;-825;199;200;0;0;0;0;0;0;0
866;2433245;-598;199;197;0;0;0;0;0;0;0
867;2436058;-202;199;194;0;0;0;0;0;0;0
868;2438871;241;196;194;0;0;0;0;0;0;0
869;2441684;462;202;194;0;0;0;0;0;0;0
870;2444497;385;202;197;0;0;0;0;0;0;0
871;2447310;279;202;197;0;0;0;0;0;0;0
872;2450123;163;202;197;0;0;0;0;0;0;0
873;2452936;108;202;197;0;0;0;0;0;0;0
874;2455749;75;199;197;0;0;0;0;0;0;0
875;2458562;1494;204;197;0;0;0;0;0;0;0
876;2461375;1918;202;200;0;0;0;0;0;0;0
877;2464188;185;199;197;0;0;0;0;0;0;0
878;2467001;-501;202;200;0;0;0;0;0;0;0
879;2469814;-446;202;197;0;0;0;0;0;0;0
880;2472627;-487;199;192;0;0;0;0;0;0;0
881;2475440;-357;194;194;0;0;0;0;0;0;0
882;2478253;-260;196;197;0;0;0;0;0;0;0
883;2481066;-172;202;197;0;0;0;0;0;0;0
884;2483879;-446;204;202;0;0;0;0;0;0;0
885;2486692;-750;202;197;0;0;0;0;0;0;0
886;2489505;-819;202;200;0;0;0;0;0;0;0
887;2492318;-673;199;194;0;0;0;0;0;0;0
888;2495131;-321;199;194;0;0;0;0;0;0;0
889;2497944;108;202;197;0;0;0;0;0;0;0
890;2500757;468;202;194;0;0;0;0;0;0;0
891;2503570;432;202;200;0;0;0;0;0;0;0
892;2506383;315;204;197;0;0;0;0;0;0;0
893;2509196;202;202;202;0;0;0;0;0;0;0
894;2512009;113;196;194;0;0;0;0;0;0;0
895;2514822;69;199;197;0;0;0;0;0;0;0
896;2517635;736;202;197;0;0;0;0;0;0;0
897;2520448;1707;199;200;0;0;0;0;0;0;0
898;2523261;921;202;202;0;0;0;0;0;0;0
899;2526074;-424;202;205;0;0;0;0;0;0;0
900;2528887;-437;199;200;0;0;0;0;0;0;0
901;2531700;-507;202;197;0;0;0;0;0;0;0
902;2534513;-382;199;197;0;0;0;0;0;0;0
903;2537326;-288;199;197;0;0;0;0;0;0;0
904;2540139;-163;196;200;0;0;0;0;0;0;0
905;2542952;-307;204;200;0;0;0;0;0;0;0
906;2545765;-631;204;200;0;0;0;0;0;0;0
907;2548578;-794;202;202;0;0;0;0;0;0;0
908;2551391;-728;199;194;0;0;0;0;0;0;0
909;2554204;-429;199;194;0;0;0;0;0;0;0
910;2557017;-22;199;197;0;0;0;0;0;0;0
911;2559830;415;199;194;0;0;0;0;0;0;0
912;2562643;451;202;197;0;0;0;0;0;0;0
913;2565456;357;204;194;0;0;0;0;0;0;0
914;2568269;241;202;200;0;0;0;0;0;0;0
915;2571082;147;202;197;0;0;0;0;0;0;0
916;2573895;97;202;200;0;0;0;0;0;0;0
917;2576708;158;199;197;0;0;0;0;0;0;0
918;2579521;1497;202;194;0;0;0;0;0;0;0
919;2582334;1586;202;200;0;0;0;0;0;0;0
920;2585147;-244;204;200;0;0;0;0;0;0;0
921;2587960;-451;199;197;0;0;0;0;0;0;0
922;2590773;-473;199;197;0;0;0;0;0;0;0
923;2593586;-426;202;194;0;0;0;0;0;0;0
924;2596399;-324;196;192;0;0;0;0;0;0;0
925;2599212;-202;196;197;0;0;0;0;0;0;0
926;2602025;-183;202;200;0;0;0;0;0;0;0
927;2604838;-498;204;200;0;0;0;0;0;0;0
928;2607651;-747;199;200;0;0;0;0;0;0;0
929;2610464;-745;202;200;0;0;0;0;0;0;0
930;2613277;-529;199;197;0;0;0;0;0;0;0
931;2616090;-147;202;194;0;0;0;0;0;0;0
932;2618903;293;199;197;0;0;0;0;0;0;0
933;2621716;459;202;200;0;0;0;0;0;0;0
934;2624529;390;204;202;0;0;0;0;0;0;0
935;2627342;285;199;200;0;0;0;0;0;0;0
936;2630155;171;199;200;0;0;0;0;0;0;0
937;2632968;108;202;194;0;0;0;0;0;0;0
938;2635781;75;196;192;0;0;0;0;0;0;0
939;2638594;1323;196;200;0;0;0;0;0;0;0
940;2641407;1688;202;200;0;0;0;0;0;0;0
941;2644220;80;199;202;0;0;0;0;0;0;0
942;2647033;-496;202;197;0;0;0;0;0;0;0
943;2649846;-443;199;200;0;0;0;0;0;0;0
944;2652659;-471;199;194;0;0;0;0;0;0;0
945;2655472;-343;199;197;0;0;0;0;0;0;0
946;2658285;-241;199;197;0;0;0;0;0;0;0
947;2661098;-147;202;194;0;0;0;0;0;0;0
948;2663911;-379;202;202;0;0;0;0;0;0;0
949;2666724;-667;204;200;0;0;0;0;0;0;0
950;2669537;-747;199;197;0;0;0;0;0;0;0
951;2672350;-598;202;197;0;0;0;0;0;0;0
952;2675163;-246;202;197;0;0;0;0;0;0;0
953;2677976;166;202;197;0;0;0;0;0;0;0
954;2680789;476;202;200;0;0;0;0;0;0;0
955;2683602;429;199;197;0;0;0;0;0;0;0
956;2686415;321;204;205;0;0;0;0;0;0;0
957;2689228;202;196;194;0;0;0;0;0;0;0
958;2692041;116;202;194;0;0;0;0;0;0;0
959;2694854;69;202;197;0;0;0;0;0;0;0
960;2697667;559;196;194;0;1;0;0;0;0;0
961;2700480;1500;207;200;0;1;0;0;0;0;0
962;2703293;836;204;200;0;1;0;0;0;0;0
963;2706106;-399;204;202;0;1;0;0;0;0;0
964;2708919;-435;202;205;0;1;0;0;0;0;0
965;2711732;-498;199;197;0;1;0;0;0;0;0
966;2714545;-374;199;200;0;1;0;0;0;0;0
967;2717358;-280;199;194;0;1;0;0;0;0;0
968;2720171;-150;202;200;0;1;0;0;0;0;0
969;2722984;-230;194;197;0;1;0;0;0;0;0
970;2725797;-540;204;200;0;1;0;0;0;0;0
971;2728610;-706;202;202;0;1;0;0;0;0;0
972;2731423;-628;199;194;0;1;0;0;0;0;0
973;2734236;-338;199;194;0;1;0;0;0;0;0
974;2737049;69;199;197;0;1;0;0;0;0;0
975;2739862;97;202;194;0;1;0;0;0;0;0
976;2742675;91;199;197;0;1;0;0;0;0;0
977;2745488;86;202;200;0;1;0;0;0;0;0
978;2748301;88;202;197;0;1;0;0;0;0;0
979;2751114;80;199;200;0;1;0;0;0;0;0
980;2753927;77;199;192;0;1;0;0;0;0;0
981;2756740;75;196;194;0;1;0;0;0;0;0
982;2759553;72;202;194;0;1;0;0;0;0;0
983;2762366;66;204;200;0;1;0;0;0;0;0
984;2765179;66;199;200;0;1;0;0;0;0;0
985;2767992;63;199;200;0;1;0;0;0;0;0
986;2770805;58;196;200;0;1;0;0;0;0;0
987;2773618;52;196;197;0;1;0;0;0;0;0
988;2776431;52;199;194;0;1;0;0;0;0;0
989;2779244;50;199;197;0;1;0;0;0;0;0
990;2782057;47;199;200;0;1;0;0;0;0;0
991;2784870;47;204;200;0;1;0;0;0;0;0
992;2787683;41;202;202;0;1;0;0;0;0;0
993;2790496;47;204;197;0;1;0;0;0;0;0
994;2793309;39;207;194;0;1;0;0;0;0;0
995;2796122;39;199;194;0;1;0;0;0;0;0
996;2798935;36;204;200;0;1;0;0;0;0;0
997;2801748;36;204;202;0;1;0;0;0;0;0
998;2804561;33;204;200;0;1;0;0;0;0;0
999;2807374;36;202;200;0;1;0;0;0;0;0
1000;2810187;30;202;200;0;1;0;0;0;0;0
1001;2813000;33;204;197;0;1;0;0;0;0;0
1002;2815813;25;202;192;0;1;0;0;0;0;0
1003;2818626;27;199;200;0;1;0;0;0;0;0
1004;2821439;22;199;197;0;1;0;0;0;0;0
1005;2824252;25;199;197;0;1;0;0;0;0;0
1006;2827065;22;199;200;0;1;0;0;0;0;0
1007;2829878;19;199;200;0;1;0;0;0;0;0
1008;2832691;16;202;197;0;1;0;0;0;0;0
1009;2835504;19;199;194;0;1;0;0;0;0;0
1010;2838317;22;199;197;0;1;0;0;0;0;0
1011;2841130;19;199;194;0;1;0;0;0;0;0
1012;2843943;22;202;202;0;1;0;0;0;0;0
1013;2846756;16;202;200;0;1;0;0;0;0;0
1014;2849569;16;196;200;0;1;0;0;0;0;0
1015;2852382;14;196;200;0;1;0;0;0;0;0
1016;2855195;11;199;197;0;1;0;0;0;0;0
1017;2858008;19;199;197;0;1;0;0;0;0;0
1018;2860821;14;199;197;0;1;0;0;0;0;0
1019;2863634;14;202;202;0;1;0;0;0;0;0
1020;2866447;11;199;202;0;1;0;0;0;0;0
1021;2869260;14;202;197;0;1;0;0;0;0;0
1022;2872073;14;199;197;0;1;0;0;0;0;0
1023;2874886;11;202;197;0;1;0;0;0;0;0
1024;2877699;5;196;197;0;1;0;0;0;0;0
1025;2880512;11;196;200;0;1;0;0;0;0;0
1026;2883325;11;202;200;0;1;0;0;0;0;0
1027;2886138;11;199;200;0;1;0;0;0;0;0
1028;2888951;8;202;197;0;1;0;0;0;0;0
1029;2891764;5;202;200;0;1;0;0;0;0;0
1030;2894577;11;199;194;0;1;0;0;0;0;0
1031;2897390;8;196;197;0;1;0;0;0;0;0
1032;2900203;8;204;200;0;1;0;0;0;0;0
1033;2903016;5;202;200;0;1;0;0;0;0;0
1034;2905829;11;204;202;0;1;0;0;0;0;0
1035;2908642;5;202;197;0;1;0;0;0;0;0
1036;2911455;5;202;194;0;1;0;0;0;0;0
1037;2914268;8;202;202;0;1;0;0;0;0;0
1038;2917081;5;199;197;0;1;0;0;0;0;0
1039;2919894;3;196;194;0;1;0;0;0;0;0
1040;2922707;3;204;202;0;1;0;0;0;0;0
1041;2925520;8;199;197;0;1;0;0;0;0;0
1042;2928333;5;199;202;0;1;0;0;0;0;0
1043;2931146;8;202;194;0;1;0;0;0;0;0
1044;2933959;5;199;197;0;1;0;0;0;0;0
1045;2936772;8;199;194;0;1;0;0;0;0;0
1046;2939585;0;199;197;0;1;0;0;0;0;0
1047;2942398;5;202;200;0;1;0;0;0;0;0
1048;2945211;3;199;202;0;1;0;0;0;0;0
1049;2948024;0;202;200;0;1;0;0;0;0;0
1050;2950837;0;202;197;0;1;0;0;0;0;0
